lead_id,segment,lead_source,status,created_at
LEAD-005601,Enterprise,Partner Referral,New,2025-08-08
LEAD-005602,Enterprise,Partner Referral,SQL,2024-04-01
LEAD-005603,Mid-Market,Outbound Prospecting,MQL,2025-03-10
LEAD-005604,Enterprise,G2/Capterra Review,SQL,2024-07-27
LEAD-005605,Mid-Market,Outbound Prospecting,SQL,2025-03-23
LEAD-005606,Mid-Market,Organic Search,MQL,2024-05-24
LEAD-005607,SMB,G2/Capterra Review,Opportunity,2025-09-06
LEAD-005608,Mid-Market,Organic Search,SQL,2025-03-18
LEAD-005609,SMB,G2/Capterra Review,Opportunity,2025-04-26
LEAD-005610,SMB,Content Download,SQL,2025-12-01
LEAD-005611,Enterprise,Compliance Webinar,New,2025-01-05
LEAD-005612,Mid-Market,Security Conference,Opportunity,2025-03-20
LEAD-005613,SMB,Paid Search,New,2024-05-14
LEAD-005614,Mid-Market,Security Conference,Opportunity,2024-02-29
LEAD-005615,Mid-Market,Outbound Prospecting,SQL,2026-06-03
LEAD-005616,SMB,Paid Search,New,2025-04-10
LEAD-005617,SMB,Content Download,New,2025-01-09
LEAD-005618,Mid-Market,Paid Search,SQL,2026-01-18
LEAD-005619,Mid-Market,Content Download,SQL,2026-01-10
LEAD-005620,SMB,Content Download,New,2024-12-10
LEAD-005621,SMB,Partner Referral,SQL,2024-08-05
LEAD-005622,Enterprise,Outbound Prospecting,Disqualified,2024-07-12
LEAD-005623,Mid-Market,G2/Capterra Review,New,2025-07-05
LEAD-005624,SMB,Compliance Webinar,Disqualified,2025-05-21
LEAD-005625,SMB,Compliance Webinar,New,2024-06-12
LEAD-005626,SMB,Compliance Webinar,MQL,2024-12-20
LEAD-005627,SMB,Compliance Webinar,MQL,2026-02-02
LEAD-005628,Mid-Market,Partner Referral,Opportunity,2026-05-25
LEAD-005629,Mid-Market,Security Conference,Disqualified,2024-01-05
LEAD-005630,SMB,Partner Referral,New,2024-01-13
LEAD-005631,SMB,Organic Search,SQL,2025-11-24
LEAD-005632,SMB,Partner Referral,Opportunity,2026-06-09
LEAD-005633,SMB,Partner Referral,SQL,2024-09-20
LEAD-005634,SMB,Organic Search,MQL,2025-05-02
LEAD-005635,Enterprise,Outbound Prospecting,New,2024-04-19
LEAD-005636,SMB,Organic Search,New,2025-03-14
LEAD-005637,SMB,Partner Referral,SQL,2025-08-13
LEAD-005638,Mid-Market,Content Download,MQL,2025-12-25
LEAD-005639,SMB,Content Download,Opportunity,2025-10-19
LEAD-005640,SMB,Compliance Webinar,Opportunity,2024-09-12
LEAD-005641,Mid-Market,G2/Capterra Review,New,2026-01-28
LEAD-005642,SMB,Outbound Prospecting,MQL,2026-04-11
LEAD-005643,SMB,Partner Referral,New,2025-08-01
LEAD-005644,SMB,Content Download,SQL,2024-02-14
LEAD-005645,SMB,Organic Search,SQL,2025-03-28
LEAD-005646,SMB,Partner Referral,SQL,2024-11-18
LEAD-005647,SMB,Organic Search,Opportunity,2024-03-27
LEAD-005648,Mid-Market,Organic Search,MQL,2024-06-30
LEAD-005649,SMB,G2/Capterra Review,Opportunity,2024-11-29
LEAD-005650,Mid-Market,Paid Search,Disqualified,2024-09-14
LEAD-005651,SMB,Compliance Webinar,Opportunity,2024-10-24
LEAD-005652,SMB,Content Download,SQL,2026-03-24
LEAD-005653,SMB,Organic Search,New,2026-02-17
LEAD-005654,Enterprise,Paid Search,MQL,2024-06-02
LEAD-005655,SMB,Security Conference,MQL,2024-11-22
LEAD-005656,SMB,Paid Search,Opportunity,2025-04-01
LEAD-005657,Enterprise,Outbound Prospecting,MQL,2025-09-08
LEAD-005658,Enterprise,Partner Referral,MQL,2024-02-10
LEAD-005659,SMB,Paid Search,Opportunity,2024-08-04
LEAD-005660,Mid-Market,Content Download,MQL,2025-03-10
LEAD-005661,Mid-Market,Security Conference,Opportunity,2024-10-17
LEAD-005662,SMB,G2/Capterra Review,New,2025-11-04
LEAD-005663,SMB,Security Conference,SQL,2024-10-07
LEAD-005664,Mid-Market,Partner Referral,New,2026-04-19
LEAD-005665,SMB,G2/Capterra Review,Opportunity,2026-04-22
LEAD-005666,Mid-Market,Outbound Prospecting,New,2024-07-24
LEAD-005667,SMB,Security Conference,MQL,2026-02-13
LEAD-005668,SMB,Outbound Prospecting,New,2025-05-26
LEAD-005669,SMB,G2/Capterra Review,MQL,2025-01-04
LEAD-005670,Enterprise,G2/Capterra Review,New,2024-02-12
LEAD-005671,Mid-Market,Partner Referral,SQL,2024-11-18
LEAD-005672,SMB,G2/Capterra Review,SQL,2025-10-14
LEAD-005673,SMB,Paid Search,SQL,2024-05-10
LEAD-005674,SMB,Compliance Webinar,MQL,2025-08-24
LEAD-005675,Mid-Market,Partner Referral,MQL,2025-05-11
LEAD-005676,SMB,Paid Search,New,2025-03-15
LEAD-005677,SMB,Paid Search,New,2024-02-17
LEAD-005678,SMB,Partner Referral,Opportunity,2025-08-27
LEAD-005679,Mid-Market,Organic Search,Disqualified,2025-01-05
LEAD-005680,Mid-Market,Content Download,New,2024-07-13
LEAD-005681,Mid-Market,Content Download,MQL,2024-03-30
LEAD-005682,Mid-Market,Compliance Webinar,MQL,2025-07-24
LEAD-005683,SMB,Security Conference,Opportunity,2025-11-14
LEAD-005684,Mid-Market,Outbound Prospecting,New,2025-07-12
LEAD-005685,SMB,Partner Referral,Opportunity,2026-02-08
LEAD-005686,SMB,,Opportunity,2025-03-24
LEAD-005687,SMB,Compliance Webinar,MQL,2025-02-05
LEAD-005688,SMB,Compliance Webinar,SQL,2025-12-01
LEAD-005689,Mid-Market,Compliance Webinar,New,2024-06-11
LEAD-005690,Enterprise,,SQL,2024-11-30
LEAD-005691,SMB,Content Download,MQL,2024-06-18
LEAD-005692,Mid-Market,Content Download,MQL,2026-05-20
LEAD-005693,SMB,Content Download,MQL,2024-06-11
LEAD-005694,SMB,Compliance Webinar,SQL,2025-07-07
LEAD-005695,Mid-Market,Content Download,MQL,2025-11-29
LEAD-005696,SMB,Content Download,New,2024-09-03
LEAD-005697,SMB,Compliance Webinar,Opportunity,2025-03-02
LEAD-005698,SMB,Paid Search,MQL,2024-11-01
LEAD-005699,Mid-Market,G2/Capterra Review,New,2025-01-22
LEAD-005700,Enterprise,G2/Capterra Review,New,2025-01-30
LEAD-005701,Mid-Market,Security Conference,Opportunity,2024-06-22
LEAD-005702,SMB,Compliance Webinar,SQL,2024-01-20
LEAD-005703,Mid-Market,Outbound Prospecting,New,2025-09-28
LEAD-005704,Mid-Market,G2/Capterra Review,SQL,2024-11-02
LEAD-005705,SMB,Partner Referral,Opportunity,2024-04-13
LEAD-005706,SMB,Paid Search,New,2024-07-14
LEAD-005707,SMB,G2/Capterra Review,SQL,2025-10-22
LEAD-005708,Mid-Market,Partner Referral,SQL,2026-03-14
LEAD-005709,SMB,Paid Search,New,2024-06-10
LEAD-005710,SMB,Paid Search,New,2025-05-28
LEAD-005711,Mid-Market,Content Download,Disqualified,2024-09-03
LEAD-005712,Mid-Market,Outbound Prospecting,New,2024-07-18
LEAD-005713,SMB,G2/Capterra Review,SQL,2025-11-26
LEAD-005714,SMB,Paid Search,SQL,2024-06-20
LEAD-005715,SMB,Content Download,New,2025-03-12
LEAD-005716,SMB,Paid Search,Opportunity,2024-12-22
LEAD-005717,Mid-Market,Partner Referral,New,2025-05-12
LEAD-005718,Mid-Market,G2/Capterra Review,SQL,2024-01-15
LEAD-005719,SMB,Paid Search,SQL,2025-10-16
LEAD-005720,Enterprise,Organic Search,SQL,2024-12-16
LEAD-005721,Mid-Market,Partner Referral,Opportunity,2024-10-28
LEAD-005722,Mid-Market,Partner Referral,New,2026-06-03
LEAD-005723,SMB,Security Conference,New,2024-11-16
LEAD-005724,SMB,Security Conference,MQL,2024-04-26
LEAD-005725,SMB,Paid Search,Opportunity,2025-04-08
LEAD-005726,SMB,Security Conference,New,2024-02-03
LEAD-005727,Mid-Market,Paid Search,Disqualified,2026-01-20
LEAD-005728,Mid-Market,Paid Search,SQL,2026-01-14
LEAD-005729,SMB,Organic Search,New,2024-04-25
LEAD-005730,SMB,Paid Search,Disqualified,2026-06-10
LEAD-005731,Mid-Market,Content Download,New,2024-08-27
LEAD-005732,SMB,Outbound Prospecting,New,2024-06-13
LEAD-005733,SMB,Paid Search,Opportunity,2024-04-24
LEAD-005734,SMB,Security Conference,SQL,2024-06-18
LEAD-005735,SMB,Partner Referral,New,2025-11-26
LEAD-005736,SMB,Organic Search,MQL,2024-04-25
LEAD-005737,Mid-Market,Security Conference,Opportunity,2025-02-25
LEAD-005738,Mid-Market,Paid Search,New,2024-07-12
LEAD-005739,SMB,Compliance Webinar,SQL,2024-08-27
LEAD-005740,Mid-Market,Content Download,New,2024-11-02
LEAD-005741,SMB,Outbound Prospecting,New,2024-10-16
LEAD-005742,Enterprise,Paid Search,New,2025-09-14
LEAD-005743,SMB,Organic Search,New,2025-04-03
LEAD-005744,SMB,Outbound Prospecting,Disqualified,2024-11-23
LEAD-005745,SMB,Compliance Webinar,MQL,2024-03-04
LEAD-005746,SMB,Security Conference,SQL,2025-09-16
LEAD-005747,SMB,Paid Search,SQL,2024-01-25
LEAD-005748,Mid-Market,G2/Capterra Review,New,2024-02-11
LEAD-005749,SMB,Partner Referral,MQL,2024-01-08
LEAD-005750,SMB,Content Download,MQL,2025-09-01
LEAD-005751,Enterprise,Partner Referral,Opportunity,2024-07-10
LEAD-005752,Mid-Market,Organic Search,SQL,2024-08-29
LEAD-005753,SMB,Outbound Prospecting,New,2024-03-05
LEAD-005754,Mid-Market,Compliance Webinar,Disqualified,2026-05-20
LEAD-005755,SMB,Paid Search,New,2024-02-10
LEAD-005756,SMB,Content Download,MQL,2024-03-06
LEAD-005757,SMB,Security Conference,SQL,2026-05-26
LEAD-005758,Enterprise,Organic Search,MQL,2025-11-15
LEAD-005759,SMB,Outbound Prospecting,Opportunity,2025-08-03
LEAD-005760,SMB,G2/Capterra Review,Opportunity,2024-04-01
LEAD-005761,SMB,Compliance Webinar,Opportunity,2025-11-07
LEAD-005762,Mid-Market,Compliance Webinar,SQL,2024-03-23
LEAD-005763,Enterprise,Organic Search,MQL,2024-04-12
LEAD-005764,Enterprise,Compliance Webinar,SQL,2025-02-20
LEAD-005765,SMB,G2/Capterra Review,MQL,2024-03-13
LEAD-005766,Mid-Market,Outbound Prospecting,New,2026-01-25
LEAD-005767,SMB,Security Conference,Disqualified,2024-04-06
LEAD-005768,SMB,Compliance Webinar,MQL,2025-05-09
LEAD-005769,Enterprise,Security Conference,SQL,2024-06-05
LEAD-005770,Mid-Market,Paid Search,New,2024-08-23
LEAD-005771,SMB,Content Download,MQL,2024-11-26
LEAD-005772,Mid-Market,Content Download,New,2025-10-13
LEAD-005773,Mid-Market,Content Download,MQL,2025-07-22
LEAD-005774,SMB,Partner Referral,MQL,2024-06-27
LEAD-005775,Enterprise,Content Download,MQL,2024-07-13
LEAD-005776,SMB,Outbound Prospecting,SQL,2025-10-04
LEAD-005777,SMB,Compliance Webinar,Disqualified,2024-09-05
LEAD-005778,Mid-Market,G2/Capterra Review,SQL,2025-09-12
LEAD-005779,Mid-Market,Compliance Webinar,SQL,2024-10-19
LEAD-005780,SMB,Security Conference,MQL,2024-11-22
LEAD-005781,Mid-Market,G2/Capterra Review,SQL,2025-12-28
LEAD-005782,SMB,Organic Search,SQL,2025-11-08
LEAD-005783,SMB,Content Download,SQL,2024-09-11
LEAD-005784,SMB,Partner Referral,Opportunity,2024-01-04
LEAD-005785,Enterprise,Content Download,Disqualified,2025-03-10
LEAD-005786,SMB,Compliance Webinar,SQL,2025-12-08
LEAD-005787,Enterprise,Organic Search,New,2024-09-18
LEAD-005788,Enterprise,Outbound Prospecting,New,2024-08-04
LEAD-005789,SMB,G2/Capterra Review,New,2025-01-08
LEAD-005790,SMB,Compliance Webinar,New,2026-03-29
LEAD-005791,Mid-Market,Compliance Webinar,New,2024-05-30
LEAD-005792,SMB,Organic Search,MQL,2025-08-12
LEAD-005793,SMB,Outbound Prospecting,MQL,2026-02-22
LEAD-005794,Mid-Market,Compliance Webinar,New,2024-11-03
LEAD-005795,SMB,Organic Search,Opportunity,2025-10-01
LEAD-005796,SMB,G2/Capterra Review,New,2025-09-17
LEAD-005797,SMB,Compliance Webinar,SQL,2025-08-23
LEAD-005798,Mid-Market,Security Conference,New,2024-07-28
LEAD-005799,SMB,Security Conference,MQL,2026-04-11
LEAD-005800,SMB,Partner Referral,Opportunity,2024-11-19
LEAD-005801,Mid-Market,Compliance Webinar,MQL,2024-03-18
LEAD-005802,Mid-Market,Partner Referral,Opportunity,2025-08-05
LEAD-005803,SMB,Partner Referral,New,2026-04-12
LEAD-005804,Enterprise,Content Download,New,2024-03-19
LEAD-005805,SMB,Organic Search,New,2024-11-03
LEAD-005806,Enterprise,Partner Referral,SQL,2025-11-27
LEAD-005807,Mid-Market,G2/Capterra Review,Opportunity,2026-02-01
LEAD-005808,SMB,Organic Search,Opportunity,2024-01-14
LEAD-005809,SMB,,New,2026-04-08
LEAD-005810,Mid-Market,G2/Capterra Review,New,2024-11-12
LEAD-005811,Mid-Market,Content Download,SQL,2025-06-15
LEAD-005812,Enterprise,,New,2024-03-20
LEAD-005813,Mid-Market,Compliance Webinar,MQL,2024-01-10
LEAD-005814,SMB,Content Download,MQL,2024-07-14
LEAD-005815,SMB,Paid Search,Disqualified,2024-02-23
LEAD-005816,SMB,Security Conference,New,2025-09-27
LEAD-005817,SMB,Partner Referral,SQL,2024-06-25
LEAD-005818,SMB,G2/Capterra Review,Opportunity,2025-12-19
LEAD-005819,Mid-Market,Compliance Webinar,New,2025-04-18
LEAD-005820,Mid-Market,G2/Capterra Review,SQL,2026-02-09
LEAD-005821,Enterprise,Compliance Webinar,New,2025-10-24
LEAD-005822,SMB,Organic Search,New,2024-09-20
LEAD-005823,SMB,Security Conference,New,2024-09-09
LEAD-005824,Mid-Market,G2/Capterra Review,New,2025-08-15
LEAD-005825,SMB,Outbound Prospecting,SQL,2025-09-06
LEAD-005826,SMB,Outbound Prospecting,SQL,2024-08-06
LEAD-005827,Enterprise,Security Conference,SQL,2024-06-23
LEAD-005828,Mid-Market,Paid Search,MQL,2025-08-11
LEAD-005829,SMB,Partner Referral,MQL,2025-04-25
LEAD-005830,SMB,Organic Search,Disqualified,2025-09-11
LEAD-005831,SMB,Organic Search,MQL,2026-04-16
LEAD-005832,Mid-Market,Paid Search,Opportunity,2026-04-07
LEAD-005833,SMB,Paid Search,Opportunity,2026-02-24
LEAD-005834,Mid-Market,G2/Capterra Review,SQL,2025-03-11
LEAD-005835,Mid-Market,G2/Capterra Review,New,2025-04-24
LEAD-005836,Enterprise,G2/Capterra Review,Disqualified,2026-05-15
LEAD-005837,SMB,Content Download,New,2024-10-24
LEAD-005838,SMB,Content Download,SQL,2026-05-08
LEAD-005839,Mid-Market,Organic Search,MQL,2024-05-13
LEAD-005840,Mid-Market,Outbound Prospecting,MQL,2024-12-23
LEAD-005841,Enterprise,Partner Referral,MQL,2024-12-10
LEAD-005842,SMB,Compliance Webinar,SQL,2025-04-09
LEAD-005843,Mid-Market,Outbound Prospecting,Disqualified,2025-03-03
LEAD-005844,Enterprise,Outbound Prospecting,SQL,2024-08-16
LEAD-005845,SMB,Compliance Webinar,SQL,2026-01-14
LEAD-005846,SMB,Content Download,MQL,2024-12-04
LEAD-005847,Enterprise,Compliance Webinar,MQL,2026-05-15
LEAD-005848,Mid-Market,Organic Search,SQL,2026-03-02
LEAD-005849,SMB,Content Download,Opportunity,2025-10-11
LEAD-005850,Enterprise,Compliance Webinar,MQL,2025-03-14
LEAD-005851,SMB,Content Download,New,2025-05-23
LEAD-005852,SMB,Paid Search,New,2025-11-11
LEAD-005853,SMB,,Disqualified,2025-07-27
LEAD-005854,SMB,Organic Search,MQL,2024-05-11
LEAD-005855,SMB,G2/Capterra Review,SQL,2024-11-23
LEAD-005856,SMB,Outbound Prospecting,New,2025-11-22
LEAD-005857,Enterprise,Security Conference,MQL,2024-06-13
LEAD-005858,Mid-Market,G2/Capterra Review,New,2025-03-20
LEAD-005859,Mid-Market,Paid Search,New,2024-05-24
LEAD-005860,SMB,Partner Referral,New,2024-03-19
LEAD-005861,SMB,Security Conference,SQL,2024-05-27
LEAD-005862,SMB,G2/Capterra Review,Opportunity,2026-04-30
LEAD-005863,SMB,Partner Referral,Opportunity,2024-04-14
LEAD-005864,Mid-Market,Organic Search,MQL,2026-04-04
LEAD-005865,SMB,Partner Referral,New,2026-04-02
LEAD-005866,Mid-Market,Paid Search,MQL,2024-10-15
LEAD-005867,SMB,Compliance Webinar,New,2026-06-04
LEAD-005868,SMB,Content Download,SQL,2024-07-22
LEAD-005869,SMB,Security Conference,Opportunity,2026-01-18
LEAD-005870,SMB,Organic Search,Disqualified,2025-03-01
LEAD-005871,SMB,G2/Capterra Review,MQL,2025-04-19
LEAD-005872,SMB,G2/Capterra Review,MQL,2025-01-21
LEAD-005873,SMB,Outbound Prospecting,New,2024-02-29
LEAD-005874,SMB,Organic Search,SQL,2025-12-13
LEAD-005875,SMB,Outbound Prospecting,SQL,2024-04-20
LEAD-005876,Enterprise,Content Download,New,2024-11-18
LEAD-005877,SMB,Partner Referral,Opportunity,2026-01-19
LEAD-005878,Mid-Market,Partner Referral,SQL,2024-03-25
LEAD-005879,SMB,Organic Search,MQL,2024-11-18
LEAD-005880,SMB,Paid Search,MQL,2024-09-13
LEAD-005881,SMB,Content Download,SQL,2025-01-29
LEAD-005882,SMB,Organic Search,MQL,2026-02-03
LEAD-005883,Mid-Market,Compliance Webinar,SQL,2024-06-09
LEAD-005884,SMB,G2/Capterra Review,Opportunity,2024-09-07
LEAD-005885,Mid-Market,Compliance Webinar,SQL,2026-05-05
LEAD-005886,Enterprise,Security Conference,New,2024-10-15
LEAD-005887,SMB,Outbound Prospecting,Opportunity,2024-12-19
LEAD-005888,SMB,Paid Search,New,2026-03-04
LEAD-005889,Enterprise,Partner Referral,MQL,2024-06-13
LEAD-005890,SMB,Content Download,MQL,2026-02-23
LEAD-005891,Mid-Market,Organic Search,MQL,2026-01-05
LEAD-005892,Mid-Market,Compliance Webinar,SQL,2024-03-25
LEAD-005893,SMB,Outbound Prospecting,SQL,2025-12-24
LEAD-005894,Mid-Market,Compliance Webinar,New,2025-11-03
LEAD-005895,Enterprise,Compliance Webinar,MQL,2024-05-27
LEAD-005896,SMB,Paid Search,Disqualified,2025-01-14
LEAD-005897,SMB,Content Download,Opportunity,2026-01-25
LEAD-005898,SMB,Security Conference,SQL,2025-05-20
LEAD-005899,Enterprise,Organic Search,MQL,2025-05-14
LEAD-005900,Mid-Market,Outbound Prospecting,SQL,2025-12-02
LEAD-005901,SMB,Security Conference,Opportunity,2025-09-22
LEAD-005902,Mid-Market,Partner Referral,MQL,2025-10-19
LEAD-005903,Enterprise,Paid Search,SQL,2025-12-15
LEAD-005904,SMB,Compliance Webinar,SQL,2025-12-29
LEAD-005905,SMB,Security Conference,MQL,2025-03-09
LEAD-005906,SMB,Partner Referral,New,2025-11-10
LEAD-005907,SMB,Security Conference,SQL,2025-12-02
LEAD-005908,Mid-Market,G2/Capterra Review,SQL,2024-11-27
LEAD-005909,Mid-Market,Security Conference,MQL,2026-01-04
LEAD-005910,SMB,Partner Referral,Opportunity,2026-02-11
LEAD-005911,SMB,Outbound Prospecting,Opportunity,2025-11-27
LEAD-005912,SMB,G2/Capterra Review,MQL,2024-12-21
LEAD-005913,SMB,Security Conference,New,2026-05-05
LEAD-005914,SMB,G2/Capterra Review,New,2025-07-27
LEAD-005915,Enterprise,Compliance Webinar,SQL,2025-03-06
LEAD-005916,Enterprise,Partner Referral,MQL,2024-01-15
LEAD-005917,SMB,Outbound Prospecting,MQL,2024-04-29
LEAD-005918,Mid-Market,Organic Search,New,2025-03-01
LEAD-005919,Enterprise,Content Download,New,2024-03-17
LEAD-005920,SMB,Outbound Prospecting,MQL,2025-08-30
LEAD-005921,SMB,Content Download,SQL,2025-08-04
LEAD-005922,SMB,Compliance Webinar,SQL,2025-02-01
LEAD-005923,Mid-Market,Compliance Webinar,MQL,2026-04-27
LEAD-005924,SMB,G2/Capterra Review,SQL,2025-03-11
LEAD-005925,Enterprise,Paid Search,New,2024-02-22
LEAD-005926,SMB,Partner Referral,MQL,2024-07-06
LEAD-005927,SMB,Outbound Prospecting,SQL,2025-03-08
LEAD-005928,SMB,Partner Referral,Disqualified,2025-05-09
LEAD-005929,SMB,Paid Search,New,2024-04-20
LEAD-005930,Mid-Market,Organic Search,MQL,2025-03-11
LEAD-005931,SMB,Paid Search,Opportunity,2024-12-20
LEAD-005932,SMB,G2/Capterra Review,Disqualified,2024-06-26
LEAD-005933,SMB,G2/Capterra Review,New,2024-07-30
LEAD-005934,Mid-Market,Outbound Prospecting,MQL,2025-09-27
LEAD-005935,Mid-Market,Content Download,SQL,2026-03-30
LEAD-005936,SMB,Compliance Webinar,Opportunity,2025-12-27
LEAD-005937,SMB,,MQL,2026-02-09
LEAD-005938,SMB,Content Download,SQL,2025-12-12
LEAD-005939,Enterprise,Partner Referral,SQL,2025-11-30
LEAD-005940,Mid-Market,Outbound Prospecting,SQL,2025-07-24
LEAD-005941,SMB,Content Download,Disqualified,2025-07-07
LEAD-005942,SMB,G2/Capterra Review,Opportunity,2026-01-07
LEAD-005943,Mid-Market,G2/Capterra Review,Opportunity,2025-07-29
LEAD-005944,SMB,Organic Search,SQL,2024-06-16
LEAD-005945,SMB,Organic Search,MQL,2024-01-31
LEAD-005946,Mid-Market,Partner Referral,SQL,2025-02-06
LEAD-005947,SMB,Compliance Webinar,MQL,2025-10-27
LEAD-005948,SMB,G2/Capterra Review,Opportunity,2025-06-11
LEAD-005949,SMB,Paid Search,New,2025-05-18
LEAD-005950,Mid-Market,Content Download,SQL,2024-02-01
LEAD-005951,Mid-Market,Security Conference,MQL,2025-12-06
LEAD-005952,SMB,Organic Search,SQL,2024-09-13
LEAD-005953,Mid-Market,Content Download,SQL,2025-12-06
LEAD-005954,SMB,Security Conference,Opportunity,2024-12-16
LEAD-005955,SMB,Partner Referral,New,2025-04-10
LEAD-005956,Mid-Market,Security Conference,Opportunity,2026-05-28
LEAD-005957,Mid-Market,Outbound Prospecting,New,2025-09-29
LEAD-005958,SMB,Organic Search,MQL,2026-01-10
LEAD-005959,Mid-Market,Partner Referral,SQL,2024-01-05
LEAD-005960,Enterprise,Organic Search,New,2025-04-23
LEAD-005961,SMB,G2/Capterra Review,New,2025-02-13
LEAD-005962,Mid-Market,G2/Capterra Review,SQL,2026-05-09
LEAD-005963,SMB,Content Download,Opportunity,2026-04-04
LEAD-005964,Mid-Market,Organic Search,SQL,2025-11-03
LEAD-005965,SMB,Paid Search,Opportunity,2025-07-30
LEAD-005966,SMB,Compliance Webinar,SQL,2025-11-18
LEAD-005967,Mid-Market,Compliance Webinar,SQL,2025-05-06
LEAD-005968,Mid-Market,G2/Capterra Review,SQL,2024-08-31
LEAD-005969,Enterprise,G2/Capterra Review,New,2026-03-06
LEAD-005970,Mid-Market,Paid Search,SQL,2024-04-02
LEAD-005971,Mid-Market,Outbound Prospecting,SQL,2025-06-11
LEAD-005972,SMB,Partner Referral,SQL,2026-01-29
LEAD-005973,Mid-Market,Outbound Prospecting,Opportunity,2026-02-13
LEAD-005974,SMB,Paid Search,Opportunity,2024-10-18
LEAD-005975,SMB,Security Conference,Disqualified,2025-07-29
LEAD-005976,Mid-Market,Partner Referral,MQL,2025-05-19
LEAD-005977,SMB,Security Conference,New,2024-01-30
LEAD-005978,Enterprise,Partner Referral,Opportunity,2025-07-17
LEAD-005979,Enterprise,Organic Search,SQL,2026-02-15
LEAD-005980,Enterprise,G2/Capterra Review,New,2024-08-13
LEAD-005981,SMB,Paid Search,New,2024-10-29
LEAD-005982,Mid-Market,Partner Referral,Opportunity,2025-03-06
LEAD-005983,SMB,Security Conference,SQL,2025-12-14
LEAD-005984,SMB,G2/Capterra Review,SQL,2026-04-04
LEAD-005985,SMB,Partner Referral,SQL,2024-02-04
LEAD-005986,SMB,G2/Capterra Review,SQL,2024-09-06
LEAD-005987,SMB,,SQL,2026-01-30
LEAD-005988,Enterprise,Compliance Webinar,SQL,2025-10-31
LEAD-005989,SMB,Partner Referral,Opportunity,2024-12-28
LEAD-005990,SMB,G2/Capterra Review,MQL,2024-06-13
LEAD-005991,SMB,Organic Search,New,2024-06-29
LEAD-005992,SMB,G2/Capterra Review,New,2025-05-22
LEAD-005993,Mid-Market,Paid Search,SQL,2025-06-12
LEAD-005994,SMB,Paid Search,Opportunity,2025-01-30
LEAD-005995,SMB,Outbound Prospecting,SQL,2026-01-20
LEAD-005996,SMB,Paid Search,New,2024-02-26
LEAD-005997,Enterprise,Paid Search,MQL,2024-11-23
LEAD-005998,SMB,Security Conference,Opportunity,2025-10-07
LEAD-005999,SMB,Security Conference,MQL,2026-02-10
LEAD-006000,Mid-Market,Paid Search,MQL,2024-08-03
LEAD-006001,SMB,Outbound Prospecting,Opportunity,2024-03-10
LEAD-006002,SMB,Content Download,New,2024-12-24
LEAD-006003,SMB,Compliance Webinar,SQL,2025-01-02
LEAD-006004,Mid-Market,Organic Search,New,2025-11-02
LEAD-006005,SMB,Outbound Prospecting,SQL,2024-01-15
LEAD-006006,Mid-Market,Content Download,SQL,2026-04-25
LEAD-006007,SMB,Security Conference,SQL,2025-08-26
LEAD-006008,SMB,Partner Referral,Opportunity,2025-07-25
LEAD-006009,SMB,Security Conference,Opportunity,2025-02-02
LEAD-006010,Mid-Market,Paid Search,Opportunity,2024-06-18
LEAD-006011,Mid-Market,Outbound Prospecting,SQL,2024-07-25
LEAD-006012,Mid-Market,Compliance Webinar,Disqualified,2025-09-18
LEAD-006013,Mid-Market,Security Conference,SQL,2024-10-20
LEAD-006014,SMB,Partner Referral,Disqualified,2024-07-20
LEAD-006015,SMB,Content Download,SQL,2024-07-28
LEAD-006016,Mid-Market,Security Conference,SQL,2026-02-09
LEAD-006017,SMB,Content Download,Opportunity,2024-12-22
LEAD-006018,Enterprise,Organic Search,MQL,2024-08-16
LEAD-006019,Mid-Market,Organic Search,New,2025-02-28
LEAD-006020,SMB,Security Conference,Opportunity,2025-04-08
LEAD-006021,SMB,Content Download,Opportunity,2026-04-12
LEAD-006022,Mid-Market,Content Download,SQL,2024-03-01
LEAD-006023,Enterprise,Security Conference,New,2024-02-04
LEAD-006024,SMB,Content Download,New,2024-08-02
LEAD-006025,SMB,G2/Capterra Review,MQL,2024-04-23
LEAD-006026,Mid-Market,Content Download,New,2025-11-09
LEAD-006027,Enterprise,G2/Capterra Review,New,2025-04-21
LEAD-006028,SMB,G2/Capterra Review,New,2025-05-03
LEAD-006029,Enterprise,Outbound Prospecting,New,2024-11-19
LEAD-006030,SMB,Outbound Prospecting,SQL,2026-01-06
LEAD-006031,SMB,Compliance Webinar,SQL,2025-06-14
LEAD-006032,SMB,Outbound Prospecting,New,2026-05-13
LEAD-006033,Enterprise,Paid Search,MQL,2025-01-09
LEAD-006034,Enterprise,Organic Search,SQL,2025-03-19
LEAD-006035,SMB,Partner Referral,Opportunity,2024-12-18
LEAD-006036,SMB,Security Conference,MQL,2025-05-21
LEAD-006037,Enterprise,Outbound Prospecting,Disqualified,2026-06-05
LEAD-006038,Mid-Market,Paid Search,Opportunity,2025-05-31
LEAD-006039,Mid-Market,Organic Search,SQL,2025-03-20
LEAD-006040,SMB,Paid Search,New,2025-06-05
LEAD-006041,Enterprise,Paid Search,New,2026-02-03
LEAD-006042,Mid-Market,Outbound Prospecting,MQL,2026-05-24
LEAD-006043,SMB,Content Download,New,2025-01-03
LEAD-006044,SMB,Outbound Prospecting,MQL,2024-11-20
LEAD-006045,Mid-Market,Outbound Prospecting,SQL,2025-10-15
