opp_id,lead_id,account_id,rep_id,segment,lead_source,plan,stage,amount,created_date,close_date
OPP-002132,LEAD-005013,ACC-01412,REP-0016,SMB,Organic Search,SOC2 Starter,Closed Lost,1284.7,2025-05-26,2025-06-12
OPP-002133,LEAD-005014,ACC-01394,REP-0019,SMB,Content Download,SOC2 Starter,Closed Won,1444.59,2024-01-05,2024-01-24
OPP-002134,LEAD-005016,ACC-01091,REP-0037,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1544.95,2026-02-13,2026-04-10
OPP-002135,LEAD-005018,ACC-00524,REP-0031,Enterprise,Security Conference,SOC2 + ISO 27001,Proposal,3503.24,2026-04-30,2026-06-30
OPP-002136,LEAD-005019,ACC-00036,REP-0035,Mid-Market,Partner Referral,SOC2 Starter,Negotiation,1452.44,2026-05-25,2026-06-30
OPP-002137,LEAD-005020,ACC-01678,REP-0002,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1095.54,2025-01-26,2025-02-07
OPP-002138,LEAD-005024,ACC-01193,REP-0022,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1459.09,2025-03-29,2025-04-16
OPP-002139,LEAD-005026,ACC-01222,REP-0033,SMB,Security Conference,SOC2 Starter,Closed Won,1211.75,2025-10-25,2025-11-08
OPP-002140,LEAD-005028,ACC-00532,REP-0007,SMB,,SOC2 Starter,Closed Won,1462.17,2026-01-12,2026-01-27
OPP-002141,LEAD-005031,ACC-01286,REP-0009,SMB,Paid Search,SOC2 Starter,Closed Won,1179.29,2024-01-08,2024-01-28
OPP-002142,LEAD-005033,ACC-00655,REP-0013,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Lost,2785.53,2025-02-20,2025-03-18
OPP-002143,LEAD-005034,ACC-01710,REP-0040,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,3073.57,2025-12-14,2026-02-03
OPP-002144,LEAD-005037,ACC-01659,REP-0003,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1431.24,2024-02-16,2024-02-25
OPP-002145,LEAD-005041,ACC-00206,REP-0014,Enterprise,G2/Capterra Review,SOC2 Starter,Closed Lost,1509.44,2024-09-10,2025-01-16
OPP-002146,LEAD-005042,ACC-01447,REP-0026,SMB,Content Download,SOC2 Starter,Closed Lost,1243.84,2026-03-13,2026-03-26
OPP-002147,LEAD-005044,ACC-01394,REP-0003,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,7170.69,2024-03-31,2024-05-02
OPP-002148,LEAD-005047,ACC-00386,REP-0006,SMB,Security Conference,SOC2 Starter,Closed Lost,1326.49,2024-07-26,2024-08-03
OPP-002149,LEAD-005048,ACC-00507,REP-0012,SMB,,SOC2 Starter,Closed Won,1178.37,2024-03-30,2024-04-12
OPP-002150,LEAD-005049,ACC-00694,REP-0009,SMB,Partner Referral,SOC2 Starter,Closed Lost,1364.97,2025-11-02,2025-11-23
OPP-002151,LEAD-005050,ACC-00332,REP-0025,SMB,Security Conference,SOC2 Starter,Closed Won,1251.93,2024-12-15,2024-12-22
OPP-002152,LEAD-005051,ACC-00045,REP-0038,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1352.6,2025-12-03,2025-12-17
OPP-002153,LEAD-005054,ACC-00888,REP-0033,SMB,Organic Search,SOC2 Starter,Closed Lost,1026.72,2024-09-01,2024-09-27
OPP-002154,LEAD-005055,ACC-01426,REP-0036,Enterprise,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,3097.57,2025-08-06,2026-02-02
OPP-002155,LEAD-005056,ACC-01243,REP-0037,SMB,Partner Referral,SOC2 Starter,Closed Lost,1559.23,2025-09-04,2025-09-17
OPP-002156,LEAD-005057,ACC-01324,REP-0008,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,6870.86,2026-01-24,2026-03-21
OPP-002157,LEAD-005060,ACC-00797,REP-0008,Mid-Market,G2/Capterra Review,Enterprise Multi-Framework,Closed Won,7461.76,2024-01-31,2024-03-06
OPP-002158,LEAD-005065,ACC-00074,REP-0010,SMB,Paid Search,SOC2 Starter,Closed Lost,1287.0,2025-09-27,2025-10-13
OPP-002159,LEAD-005067,ACC-00670,REP-0034,SMB,Security Conference,SOC2 Starter,Closed Lost,1264.66,2024-09-07,2024-09-26
OPP-002160,LEAD-005068,ACC-00683,REP-0014,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1292.53,2026-01-27,2026-02-26
OPP-002161,LEAD-005070,ACC-01669,REP-0038,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,6790.82,2024-02-12,2024-03-28
OPP-002162,LEAD-005071,ACC-01092,REP-0024,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Won,1068.0,2024-01-25,2024-04-07
OPP-002163,LEAD-005072,ACC-00331,REP-0005,SMB,Content Download,SOC2 Starter,Closed Lost,1211.45,2025-10-03,2025-10-11
OPP-002164,LEAD-005075,ACC-01738,REP-0006,Mid-Market,Paid Search,SOC2 + ISO 27001,Closed Won,2640.5,2025-09-04,2025-11-07
OPP-002165,LEAD-005077,ACC-01257,REP-0026,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Lost,6112.78,2025-02-13,2025-03-28
OPP-002166,LEAD-005078,ACC-00038,REP-0022,SMB,,SOC2 Starter,Closed Won,1044.4,2025-09-03,2025-09-21
OPP-002167,LEAD-005079,ACC-00420,REP-0004,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Lost,6736.97,2026-03-24,2026-06-01
OPP-002168,LEAD-005080,ACC-01142,REP-0035,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Lost,6845.24,2024-06-16,2024-08-23
OPP-002169,LEAD-005081,ACC-00388,REP-0022,SMB,Content Download,SOC2 Starter,Closed Won,1107.0,2024-12-31,2025-01-23
OPP-002170,LEAD-005083,ACC-00205,REP-0017,SMB,Content Download,SOC2 Starter,Closed Lost,1420.56,2025-12-10,2026-01-04
OPP-002171,LEAD-005084,ACC-00346,REP-0023,Mid-Market,Content Download,SOC2 Starter,Closed Lost,1249.1,2025-06-25,2025-09-08
OPP-002172,LEAD-005088,ACC-01317,REP-0001,SMB,Partner Referral,SOC2 Starter,Closed Lost,1388.35,2026-02-05,2026-03-03
OPP-002173,LEAD-005089,ACC-00098,REP-0037,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1335.76,2025-06-22,2025-07-22
OPP-002174,LEAD-005090,ACC-00650,REP-0008,Mid-Market,Outbound Prospecting,SOC2 + ISO 27001,Closed Lost,3372.32,2025-05-12,2025-07-18
OPP-002175,LEAD-005091,ACC-01144,REP-0023,SMB,Partner Referral,SOC2 Starter,Closed Lost,1384.23,2025-03-23,2025-03-30
OPP-002176,LEAD-005093,ACC-00982,REP-0018,SMB,Content Download,SOC2 Starter,Closed Lost,1510.79,2025-04-23,2025-05-22
OPP-002177,LEAD-005095,ACC-01605,REP-0027,SMB,Organic Search,SOC2 Starter,Closed Won,1454.02,2026-05-22,2026-06-06
OPP-002178,LEAD-005096,ACC-00621,REP-0029,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Won,1397.66,2025-05-28,2025-07-07
OPP-002179,LEAD-005097,ACC-01516,REP-0012,SMB,Organic Search,SOC2 Starter,Closed Lost,1410.91,2026-04-24,2026-05-10
OPP-002180,LEAD-005099,ACC-00027,REP-0019,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1065.17,2024-05-19,2024-05-30
OPP-002181,LEAD-005102,ACC-00580,REP-0018,Enterprise,Outbound Prospecting,Enterprise Multi-Framework,Negotiation,7570.44,2026-03-30,2026-06-30
OPP-002182,LEAD-005105,ACC-01685,REP-0026,SMB,Security Conference,SOC2 Starter,Closed Lost,1120.3,2026-02-25,2026-03-20
OPP-002183,LEAD-005106,ACC-01626,REP-0028,Mid-Market,Security Conference,SOC2 Starter,Closed Won,1315.97,2025-08-11,2025-10-24
OPP-002184,LEAD-005110,ACC-01125,REP-0007,SMB,Paid Search,SOC2 Starter,Closed Lost,1435.38,2025-01-07,2025-01-19
OPP-002185,LEAD-005112,ACC-00799,REP-0008,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1346.94,2026-05-15,2026-06-14
OPP-002186,LEAD-005114,ACC-01000,REP-0001,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1272.75,2024-06-06,2024-06-18
OPP-002187,LEAD-005119,ACC-01446,REP-0001,SMB,Organic Search,SOC2 Starter,Closed Won,1488.06,2024-04-25,2024-05-21
OPP-002188,LEAD-005123,ACC-00208,REP-0021,Enterprise,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,6148.68,2024-05-05,2024-07-13
OPP-002189,LEAD-005126,ACC-00241,REP-0029,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1149.19,2026-04-02,2026-04-30
OPP-002190,LEAD-005129,ACC-01226,REP-0031,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Won,6214.33,2026-01-05,2026-02-28
OPP-002191,LEAD-005131,ACC-01564,REP-0031,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Won,2629.87,2025-03-06,2025-04-30
OPP-002192,LEAD-005132,ACC-00177,REP-0032,SMB,,SOC2 Starter,Closed Won,1144.43,2024-03-31,2024-04-11
OPP-002193,LEAD-005133,ACC-00466,REP-0002,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1201.8,2025-09-03,2025-09-10
OPP-002194,LEAD-005136,ACC-00784,REP-0037,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1123.06,2025-03-19,2025-04-25
OPP-002195,LEAD-005139,ACC-00484,REP-0005,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Lost,6188.4,2025-04-05,2025-05-17
OPP-002196,LEAD-005140,ACC-00596,REP-0035,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1374.24,2024-09-11,2024-10-10
OPP-002197,LEAD-005141,ACC-00405,REP-0006,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Won,8100.5,2026-01-26,2026-03-06
OPP-002198,LEAD-005145,ACC-01260,REP-0002,SMB,Partner Referral,SOC2 Starter,Closed Lost,1393.37,2026-02-18,2026-03-03
OPP-002199,LEAD-005147,ACC-00241,REP-0016,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,2626.94,2025-03-30,2025-05-11
OPP-002200,LEAD-005149,ACC-01679,REP-0025,SMB,Security Conference,SOC2 Starter,Closed Won,1185.31,2024-09-20,2024-10-10
OPP-002201,LEAD-005150,ACC-01446,REP-0013,SMB,Partner Referral,SOC2 Starter,Closed Lost,1195.4,2025-12-21,2026-01-07
OPP-002202,LEAD-005151,ACC-00377,REP-0033,SMB,Organic Search,SOC2 Starter,Closed Won,1195.57,2025-03-23,2025-04-19
OPP-002203,LEAD-005153,ACC-00444,REP-0020,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,7267.09,2026-04-04,2026-06-05
OPP-002204,LEAD-005155,ACC-01562,REP-0040,SMB,Organic Search,SOC2 Starter,Closed Won,1478.38,2026-05-09,2026-06-03
OPP-002205,LEAD-005163,ACC-00728,REP-0029,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,6172.03,2025-11-13,2025-12-23
OPP-002206,LEAD-005164,ACC-00362,REP-0008,Enterprise,Outbound Prospecting,Enterprise Multi-Framework,Closed Won,6658.62,2025-01-29,2025-06-01
OPP-002207,LEAD-005166,ACC-00014,REP-0028,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Won,8289.88,2025-05-05,2025-05-30
OPP-002208,LEAD-005167,ACC-01512,REP-0005,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Won,3614.75,2024-09-27,2024-11-03
OPP-002209,LEAD-005168,ACC-01031,REP-0014,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1077.81,2024-02-07,2024-02-14
OPP-002210,LEAD-005173,ACC-00404,REP-0010,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,6312.83,2026-04-03,2026-06-02
OPP-002211,LEAD-005174,ACC-00236,REP-0017,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1087.7,2024-11-20,2024-11-30
OPP-002212,LEAD-005176,ACC-01240,REP-0026,Enterprise,Content Download,SOC2 + ISO 27001,Closed Lost,2590.59,2025-05-27,2025-11-21
OPP-002213,LEAD-005177,ACC-00313,REP-0005,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Lost,3242.11,2024-07-28,2024-10-11
OPP-002214,LEAD-005178,ACC-00584,REP-0013,SMB,Security Conference,SOC2 Starter,Closed Lost,1529.97,2024-02-18,2024-03-08
OPP-002215,LEAD-005180,ACC-00986,REP-0040,SMB,Organic Search,SOC2 Starter,Closed Lost,1278.84,2024-02-09,2024-02-29
OPP-002216,LEAD-005181,ACC-01753,REP-0012,SMB,Content Download,SOC2 Starter,Closed Lost,1125.02,2024-12-23,2025-01-11
OPP-002217,LEAD-005182,ACC-01614,REP-0006,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1283.62,2025-01-05,2025-02-03
OPP-002218,LEAD-005184,ACC-01587,REP-0036,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1458.36,2024-04-25,2024-07-05
OPP-002219,LEAD-005186,ACC-01700,REP-0029,SMB,,SOC2 Starter,Closed Lost,1379.8,2025-05-10,2025-05-17
OPP-002220,LEAD-005188,ACC-00992,REP-0008,SMB,Content Download,SOC2 Starter,Closed Won,1482.63,2024-04-21,2024-05-17
OPP-002221,LEAD-005196,ACC-00580,REP-0040,SMB,Content Download,SOC2 Starter,Closed Lost,1186.43,2025-02-18,2025-02-28
OPP-002222,LEAD-005197,ACC-00942,REP-0023,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1314.15,2026-01-11,2026-02-07
OPP-002223,LEAD-005200,ACC-01195,REP-0021,SMB,Security Conference,SOC2 Starter,Closed Won,1246.11,2024-07-01,2024-07-30
OPP-002224,LEAD-005201,ACC-00377,REP-0011,SMB,Organic Search,SOC2 Starter,Closed Lost,1238.14,2025-12-05,2025-12-28
OPP-002225,LEAD-005202,ACC-00629,REP-0006,Mid-Market,Content Download,SOC2 Starter,Closed Lost,1383.1,2026-03-25,2026-05-20
OPP-002226,LEAD-005203,ACC-00755,REP-0040,SMB,Partner Referral,SOC2 Starter,Closed Won,1415.13,2024-01-18,2024-01-30
OPP-002227,LEAD-005205,ACC-00926,REP-0034,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,3384.04,2025-04-29,2025-05-21
OPP-002228,LEAD-005206,ACC-00089,REP-0028,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,8094.47,2026-05-31,2026-06-20
OPP-002229,LEAD-005208,ACC-00456,REP-0019,Mid-Market,G2/Capterra Review,Enterprise Multi-Framework,Closed Lost,8333.74,2025-10-05,2025-12-11
OPP-002230,LEAD-005209,ACC-01505,REP-0005,Enterprise,Outbound Prospecting,SOC2 Starter,Closed Won,1033.24,2024-05-26,2024-07-31
OPP-002231,LEAD-005213,ACC-01727,REP-0009,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,3184.42,2024-08-31,2024-11-14
OPP-002232,LEAD-005214,ACC-01705,REP-0022,SMB,Security Conference,SOC2 Starter,Closed Won,1391.02,2024-11-05,2024-12-04
OPP-002233,LEAD-005219,ACC-01214,REP-0010,SMB,Content Download,SOC2 Starter,Closed Won,1044.68,2026-04-04,2026-04-12
OPP-002234,LEAD-005220,ACC-00420,REP-0016,SMB,Partner Referral,SOC2 Starter,Closed Won,1141.13,2025-08-01,2025-08-19
OPP-002235,LEAD-005225,ACC-01108,REP-0040,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Won,1536.95,2026-03-04,2026-04-15
OPP-002236,LEAD-005228,ACC-01284,REP-0040,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Lost,1312.18,2024-12-24,2025-02-13
OPP-002237,LEAD-005229,ACC-01355,REP-0030,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2871.43,2026-04-27,2026-05-27
OPP-002238,LEAD-005230,ACC-00897,REP-0035,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1317.73,2025-01-12,2025-01-24
OPP-002239,LEAD-005231,ACC-00601,REP-0012,SMB,Security Conference,SOC2 Starter,Closed Lost,1491.18,2026-06-04,2026-06-15
OPP-002240,LEAD-005234,ACC-01737,REP-0027,SMB,Organic Search,SOC2 Starter,Closed Won,1160.52,2025-02-24,2025-03-13
OPP-002241,LEAD-005235,ACC-01043,REP-0025,SMB,Content Download,SOC2 Starter,Closed Won,1505.13,2025-11-04,2025-11-21
OPP-002242,LEAD-005238,ACC-00318,REP-0002,SMB,Paid Search,SOC2 Starter,Closed Lost,1385.17,2024-10-12,2024-10-31
OPP-002243,LEAD-005239,ACC-01730,REP-0036,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,5885.83,2025-04-23,2025-06-01
OPP-002244,LEAD-005240,ACC-01036,REP-0029,SMB,Partner Referral,SOC2 Starter,Closed Lost,1297.52,2025-02-19,2025-03-02
OPP-002245,LEAD-005244,ACC-00129,REP-0014,Mid-Market,Content Download,SOC2 Starter,Closed Lost,1517.93,2025-07-30,2025-10-06
OPP-002246,LEAD-005246,ACC-00448,REP-0038,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1400.95,2025-12-13,2025-12-23
OPP-002247,LEAD-005247,ACC-00238,REP-0005,Mid-Market,Organic Search,SOC2 Starter,Closed Lost,1502.12,2024-06-01,2024-07-31
OPP-002248,LEAD-005248,ACC-00044,REP-0022,SMB,Organic Search,SOC2 Starter,Closed Lost,1328.59,2024-09-02,2024-09-09
OPP-002249,LEAD-005249,ACC-00696,REP-0004,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1258.15,2026-03-12,2026-04-19
OPP-002250,LEAD-005251,ACC-01692,REP-0038,SMB,Security Conference,SOC2 Starter,Closed Lost,1540.96,2026-01-09,2026-01-21
OPP-002251,LEAD-005255,ACC-00291,REP-0034,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1449.94,2025-07-03,2025-09-02
OPP-002252,LEAD-005256,ACC-00839,REP-0006,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1389.28,2026-02-08,2026-03-08
OPP-002253,LEAD-005258,ACC-00837,REP-0012,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,7767.58,2025-03-12,2025-05-24
OPP-002254,LEAD-005260,ACC-01770,REP-0008,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Won,1293.21,2024-08-03,2024-10-03
OPP-002255,LEAD-005264,ACC-00402,REP-0032,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1378.95,2025-09-04,2025-09-11
OPP-002256,LEAD-005270,ACC-00157,REP-0003,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1114.61,2025-03-25,2025-04-08
OPP-002257,LEAD-005272,ACC-01747,REP-0022,Mid-Market,Security Conference,SOC2 Starter,Closed Lost,1214.47,2025-04-14,2025-05-21
OPP-002258,LEAD-005273,ACC-01797,REP-0035,SMB,Organic Search,SOC2 Starter,Closed Won,1253.08,2024-08-04,2024-08-17
OPP-002259,LEAD-005278,ACC-00645,REP-0032,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1172.75,2025-09-18,2025-10-11
OPP-002260,LEAD-005279,ACC-01590,REP-0018,SMB,Partner Referral,SOC2 Starter,Closed Lost,1168.34,2025-01-21,2025-02-19
OPP-002261,LEAD-005280,ACC-00981,REP-0007,Enterprise,Security Conference,SOC2 Starter,Closed Lost,1447.84,2025-07-03,2025-11-27
OPP-002262,LEAD-005289,ACC-00206,REP-0004,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1527.55,2024-03-20,2024-04-01
OPP-002263,LEAD-005290,ACC-01068,REP-0022,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1218.52,2024-07-12,2024-08-09
OPP-002264,LEAD-005295,ACC-00167,REP-0008,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1123.31,2025-09-29,2025-10-25
OPP-002265,LEAD-005297,ACC-01527,REP-0024,SMB,Organic Search,SOC2 Starter,Closed Lost,1544.7,2024-10-29,2024-11-12
OPP-002266,LEAD-005299,ACC-01044,REP-0011,Mid-Market,Outbound Prospecting,SOC2 + ISO 27001,Closed Won,3591.92,2025-12-02,2026-01-28
OPP-002267,LEAD-005303,ACC-01102,REP-0008,Mid-Market,,SOC2 Starter,Closed Lost,1458.55,2024-06-23,2024-08-26
OPP-002268,LEAD-005310,ACC-00818,REP-0032,SMB,Security Conference,SOC2 Starter,Closed Won,1071.34,2025-12-21,2026-01-09
OPP-002269,LEAD-005311,ACC-01149,REP-0038,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1319.57,2026-04-13,2026-04-25
OPP-002270,LEAD-005312,ACC-00563,REP-0030,Mid-Market,Organic Search,SOC2 Starter,Closed Lost,1314.45,2024-10-16,2024-12-24
OPP-002271,LEAD-005315,ACC-01749,REP-0040,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Won,3223.56,2025-08-17,2025-10-30
OPP-002272,LEAD-005318,ACC-00909,REP-0003,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1431.94,2025-05-30,2025-06-17
OPP-002273,LEAD-005324,ACC-01468,REP-0017,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,5614.6,2024-03-04,2024-04-07
OPP-002274,LEAD-005326,ACC-01060,REP-0011,Enterprise,Content Download,Enterprise Multi-Framework,Closed Lost,6396.84,2024-07-06,2024-09-18
OPP-002275,LEAD-005327,ACC-01047,REP-0012,SMB,Paid Search,SOC2 Starter,Closed Lost,1468.74,2026-01-13,2026-01-29
OPP-002276,LEAD-005329,ACC-00617,REP-0015,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,3094.53,2024-05-22,2024-06-28
OPP-002277,LEAD-005332,ACC-01091,REP-0038,SMB,Partner Referral,SOC2 Starter,Closed Lost,1242.86,2025-11-07,2025-11-23
OPP-002278,LEAD-005333,ACC-00616,REP-0038,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,6845.91,2025-03-12,2025-05-19
OPP-002279,LEAD-005337,ACC-01078,REP-0039,SMB,Partner Referral,SOC2 Starter,Closed Lost,1053.04,2026-03-21,2026-04-04
OPP-002280,LEAD-005339,ACC-00213,REP-0040,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,5653.07,2026-03-28,2026-04-22
OPP-002281,LEAD-005342,ACC-00054,REP-0029,Mid-Market,Partner Referral,SOC2 + ISO 27001,Negotiation,2385.24,2026-05-14,2026-06-30
OPP-002282,LEAD-005343,ACC-01440,REP-0007,SMB,Partner Referral,SOC2 Starter,Closed Lost,1416.21,2024-07-08,2024-07-27
OPP-002283,LEAD-005344,ACC-01751,REP-0027,SMB,Organic Search,SOC2 Starter,Closed Lost,1512.3,2025-06-07,2025-06-23
OPP-002284,LEAD-005345,ACC-01631,REP-0002,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Won,3348.15,2025-10-03,2025-11-25
OPP-002285,LEAD-005346,ACC-01707,REP-0005,SMB,Security Conference,SOC2 Starter,Closed Lost,1232.33,2024-01-22,2024-02-14
OPP-002286,LEAD-005348,ACC-00287,REP-0015,SMB,Security Conference,SOC2 Starter,Closed Won,1196.35,2025-06-17,2025-07-02
OPP-002287,LEAD-005350,ACC-00901,REP-0010,Mid-Market,Content Download,SOC2 Starter,Closed Lost,1447.08,2024-11-22,2025-01-12
OPP-002288,LEAD-005351,ACC-01599,REP-0037,SMB,Security Conference,SOC2 Starter,Closed Lost,1238.02,2026-04-14,2026-05-04
OPP-002289,LEAD-005356,ACC-00053,REP-0038,Enterprise,Outbound Prospecting,SOC2 + ISO 27001,Closed Lost,3116.11,2025-09-17,2025-11-16
OPP-002290,LEAD-005358,ACC-00604,REP-0008,Mid-Market,Content Download,SOC2 Starter,Closed Won,1056.87,2024-12-10,2025-02-15
OPP-002291,LEAD-005359,ACC-01279,REP-0002,SMB,Partner Referral,SOC2 Starter,Closed Lost,1230.8,2025-09-19,2025-09-28
OPP-002292,LEAD-005361,ACC-01688,REP-0034,Mid-Market,Organic Search,SOC2 Starter,Closed Lost,1396.68,2024-04-11,2024-05-16
OPP-002293,LEAD-005364,ACC-01626,REP-0024,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,8276.29,2025-05-18,2025-07-13
OPP-002294,LEAD-005366,ACC-01489,REP-0004,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Lost,3254.23,2025-04-22,2025-06-11
OPP-002295,LEAD-005367,ACC-00181,REP-0011,Mid-Market,Paid Search,SOC2 + ISO 27001,Closed Lost,3459.74,2026-04-25,2026-06-04
OPP-002296,LEAD-005368,ACC-01420,REP-0018,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,2908.69,2024-05-23,2024-07-25
OPP-002297,LEAD-005371,ACC-00195,REP-0022,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1544.41,2024-05-02,2024-05-23
OPP-002298,LEAD-005373,ACC-01684,REP-0008,SMB,Security Conference,SOC2 Starter,Closed Lost,1076.47,2024-03-30,2024-04-10
OPP-002299,LEAD-005376,ACC-01411,REP-0002,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1326.03,2024-09-22,2024-10-21
OPP-002300,LEAD-005382,ACC-01568,REP-0024,SMB,Security Conference,SOC2 Starter,Closed Lost,1456.49,2025-10-09,2025-11-03
OPP-002301,LEAD-005385,ACC-01647,REP-0027,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1094.11,2026-01-11,2026-01-23
OPP-002302,LEAD-005387,ACC-00943,REP-0027,SMB,Paid Search,SOC2 Starter,Closed Lost,1514.46,2025-02-08,2025-02-17
OPP-002303,LEAD-005388,ACC-01797,REP-0016,SMB,Paid Search,SOC2 Starter,Closed Lost,1450.97,2024-05-04,2024-05-17
OPP-002304,LEAD-005390,ACC-01052,REP-0017,SMB,Paid Search,SOC2 Starter,Closed Lost,1055.41,2024-05-30,2024-06-23
OPP-002305,LEAD-005391,ACC-00883,REP-0034,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Won,2637.23,2024-12-31,2025-02-01
OPP-002306,LEAD-005393,ACC-00298,REP-0011,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,3060.63,2025-09-06,2025-11-03
OPP-002307,LEAD-005394,ACC-00445,REP-0009,Enterprise,Security Conference,SOC2 Starter,Negotiation,1404.46,2026-04-22,2026-06-30
OPP-002308,LEAD-005396,ACC-00449,REP-0038,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Won,5565.04,2024-03-19,2024-05-14
OPP-002309,LEAD-005397,ACC-00016,REP-0004,SMB,Partner Referral,SOC2 Starter,Closed Lost,1247.0,2025-08-10,2025-08-24
OPP-002310,LEAD-005398,ACC-01135,REP-0020,SMB,Security Conference,SOC2 Starter,Closed Lost,1028.58,2024-02-12,2024-03-13
OPP-002311,LEAD-005401,ACC-00623,REP-0003,Mid-Market,Organic Search,SOC2 Starter,Closed Lost,1470.41,2026-04-28,2026-06-14
OPP-002312,LEAD-005403,ACC-00922,REP-0036,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1452.47,2024-02-11,2024-03-04
OPP-002313,LEAD-005405,ACC-00096,REP-0040,SMB,Partner Referral,SOC2 Starter,Closed Won,1515.22,2025-07-06,2025-07-23
OPP-002314,LEAD-005406,ACC-01507,REP-0039,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,3141.84,2024-02-03,2024-02-23
